year	crisis_name	source	category	text	label	confidence	how_to_improve	tweet_id_truncated
2013	Boston bombings in the USA	Media	Caution and advice	Boston P.D. asking people on Social Media to tweet get out of the #BostonMarathon area immediately. #News19 http://t.co/vVCbixRSn8	Needs slight IMPROVEMENT to be clear	0.4146	i wouldn't|Boston P.D. asking people on Social Media to tweet: " get out of the #BostonMarathon area immediately." #News19 http://t.co/vVCbixRSn8|Please leave Boston Marathon area immediately - Boston P.D. - please retweet	3.23895987028505E+017
2013	Singapore haze	Media	Caution and advice	BREAKING #SGHaze PSI hits 290!	Needs slight IMPROVEMENT to be clear	0.5882	BREAKING pollutant standard index PSI hits 290! #SGHaze|Singapore haze hits 290 pounds per square inch.	3.4734005764608E+017
2013	Singapore haze	Media	Caution and advice	BREAKING #SGHaze PSI hits 290!	Needs slight IMPROVEMENT to be clear	0.8054	hashtag to end|singapore haze breaks 290 PSI (pounds per square inch)|Breaking news Pressure readind hits 290 pounds per square inch	3.47340573507719E+017
2013	Queensland floods in Australia	Media	Caution and advice	BREAKING NEWS: A tornado has just hit Mooloolaba on the Sunshine Coast. More to come. #BigWet #QldFloods #Newsfeed	Is very CLEAR - easy to understand	1		2.95370030609211E+017
2013	Queensland floods in Australia	Media	Caution and advice	BREAKING NEWS: A tornado has just hit Mooloolaba on the Sunshine Coast. More to come. #BigWet #QldFloods #Newsfeed	Is very CLEAR - easy to understand	1	more	2.95365144249246E+017
2013	Queensland floods in Australia	Government	Caution and advice	BREAKING: @theqldpremier Premier says Situation has deteriorated in Central Qld. Gladstone has been Disaster Declared #bigwet	Is very CLEAR - easy to understand	0.6111		2.95019969798869E+017
2013	Singapore haze	Media	Caution and advice	BREAKING: #SGHaze PSI hits new all-time record of 321 as of 10pm. In hazardous range for 1st time in Singapore histoâ€¦	Is very CLEAR - easy to understand	0.6229	Singapore haze hits new all-time record of 321 pounds per square inch as of 10 PM. In hazardous range for 1st time in Singapore history.|BREAKING: Pollutant standard index PSI hits new all-time record of 321 as of 10pm. In hazardous range for 1st time in Singapore histoâ€¦#SGHaze	3.47368381760016E+017
2013	Singapore haze	Media	Caution and advice	BREAKING: #SGHaze PSI hits new all-time record of 321 as of 10pm. In hazardous range for 1st time in Singapore histoâ€¦	Needs slight IMPROVEMENT to be clear	0.6067	hashtag to end|This tweet makes sense up until the point where it cuts off abruptly.|Singapore haze update at 10 pm : 321 PSI (pounds per square inch) - hazardous range + all time record  @NEAsg	3.47403169309004E+017
2013	Singapore haze	Media	Caution and advice	BREAKING: #SGHaze PSI hits new all-time record of 321 as of 10pm. In hazardous range for 1st time in Singapore histoâ€¦	Needs slight IMPROVEMENT to be clear	0.6621	#Singapore haze|BREAKING: Singapore Haze PSI hits new all-time record of 321 as of 10pm. In hazardous range for 1st time in Singapore history #SGHaze|better	3.47370881565196E+017
2013	Singapore haze	Media	Caution and advice	BREAKING: #SGHaze PSI hits new all-time record of 321 as of 10pm. In hazardous range for 1st time in Singapore histoâ€¦	Is very CLEAR - easy to understand	0.5714	Singapore haze hits new all-time record of 321 pounds per square inch #SGHaze	3.47370084664226E+017
2013	Singapore haze	Media	Caution and advice	BREAKING: #SGHaze PSI reading hits record high â€“ 400 as of 11am	Needs slight IMPROVEMENT to be clear	0.5851	singapore haze hits high of 400 PSI (pounds per square inch) at 11 am	3.47912886309499E+017
2013	Queensland floods in Australia	Media	Caution and advice	Breaking: Flood maps for Brisbane River are now available http://t.co/2ExK39rY #bigwet	Is very CLEAR - easy to understand	1		2.95449281991672E+017
2013	Singapore haze	Media	Caution and advice	BREAKING: Hazy conditions likely to return tomorrow in Singapore. @NEAsg forecast here #SGHaze http://t.co/xVyeSdqtoG	Is very CLEAR - easy to understand	1	i wouldn't	3.48414147559563E+017
2013	Singapore haze	Media	Caution and advice	BREAKING: Hazy conditions likely to return tomorrow in Singapore. @NEAsg forecast here #SGHaze http://t.co/xVyeSdqtoG	Is very CLEAR - easy to understand	0.4194		3.48646772064793E+017
2013	Queensland floods in Australia	Government	Caution and advice	Brisbane and Bremmer rivers to flood, but 'nothing like 2011' say Newman and Quirk http://t.co/yToMKZ1e #bigwet	Is very CLEAR - easy to understand	0.8021		2.95432269869486E+017
2013	Manila floods in the Philippines 	NGOs	Caution and advice	British nationals who have been affected by #MaringPH heavy rain or floods &amp; require assistance may call (02) 8582200. Take care!	Is very CLEAR - easy to understand	1		3.69353690219438E+017
2013	Queensland floods in Australia	Media	Caution and advice	BURNETT HEADS - REMAIN INDOORS - Tornadoes / Waterspouts in your region NOW #qld #qldfloods #bigwet	Is very CLEAR - easy to understand	1		2.9504097484816E+017
2013	Australia bushfires	Media	Caution and advice	CHOPPERCAM: Emergency warning issued for area of Stockrington Road, west of the M1, heading towards Minmi #NSWfires http:/â€¦	Is very CLEAR - easy to understand	0.8132		3.9286805316096E+017
2013	Colorado floods in the USA	Government	Caution and advice	City of #Boulder Emergency Declaration: http://t.co/EVesFaAPHF #BoulderFlood -@CNNEditorChuck	Is very CLEAR - easy to understand	0.413	More information about emergency|why	3.78217953256157E+017
2013	Alberta floods in Canada	Media	Caution and advice	City of Calgary NOT under boil water order. #yyc #abflood	Is very CLEAR - easy to understand	0.8127	City of Calgary does Not need to boil water to use. #yyc Alberta flood information	3.48115659948949E+017
2013	Alberta floods in Canada	Media	Caution and advice	City of Red Deer declares state of emergency: http://t.co/XCBYOvSNeA #abflood #abstorm #yqf	Is very CLEAR - easy to understand	0.7872	wellsville	3.47925557314454E+017
2013	New York train crash in the USA	Media	Caution and advice	City Room: New York Today: After Derailment, Best Options for Commuters: What you need to know for Tuesday: av... http://t.co/14RZfYK59z	Is very CLEAR - easy to understand	0.6678	"After Derailment, Best Options for Commuters: What you need to know for Tuesday [link]" + maybe a hashtag|Best Options for Commuters after train derailment.	4.07840149758702E+017
2013	New York train crash in the USA	Media	Caution and advice	City Room: New York Today: After Derailment, Best Options for Commuters: What you need to know for Tuesday: av... http://t.co/phfQqJAirt	Is very CLEAR - easy to understand	0.5143	rephrase|Best Options for Commuters after Derailment. What you need to know for Tuesday|"After Derailment, Best Options for Commuters: What you need to know for Tuesday [link]" + maybe a hashtag	4.07838241333596E+017
2013	New York train crash in the USA	Media	Caution and advice	City Room: New York Today: After Derailment, Best Options for Commuters: What you need to know for Tuesday: av... http://t.co/RCeR8TY655	Is very CLEAR - easy to understand	0.5888	great	4.07840200065167E+017
2013	New York train crash in the USA	Media	Caution and advice	City Room: New York Today: After Derailment, Best Options for Commuters: What you need to know for Tuesday: av... http://t.co/WyeyTu9gDr	Is very CLEAR - easy to understand	0.6154	Alternatives for commuters after derailment http://t.co/WyeyTu9gDr	4.07840099410264E+017
2013	New York train crash in the USA	Media	Caution and advice	City Room: New York Today: How Derailment Could Affect Your Commute http://t.co/0QnPhV3Abm	Is very CLEAR - easy to understand	0.4063	wellsville	4.07468236616122E+017
2013	New York train crash in the USA	Media	Caution and advice	City Room: New York Today: How Derailment Could Affect Your Commute: Your options if you take Metro-Northâ€™s Hu... http://t.co/GoiC5jrsmI	Is very CLEAR - easy to understand	0.7868	i wouldn't|How derailment could affect commuters. Options for those taking Metro-North http://t.co/GoiC5jrsmI	4.07476277096903E+017
2013	Alberta floods in Canada	Media	Caution and advice	City says there is no concern over drinking water quality at this time; Water supply remains unchanged. #yycflood	Is very CLEAR - easy to understand	1		3.48133984833774E+017
2013	Typhoon Yolanda in the Philippines	Government	Caution and advice	CLASSES IN ALL LEVELS ARE SUSPENDED TOMORROW (November 8, 2013) IN THE ENTIRE PROVINCE OF BATANGAS due to TYPHOON YOLANDA.	Is very CLEAR - easy to understand	0.8036	great	3.98413745115759E+017
2012	Typhoon Pablo in the Philippines 	Government	Caution and advice	Classes in all levels in Cebu City will be suspended tom #PabloPH #walangpasok | via @tweenyisone @cebudailynews	Is very CLEAR - easy to understand	0.8132		2.75552262946976E+017
2012	Philipinnes floods	NGOs	Caution and advice	Cleaning of FEU Manila campus has already started. No more flood inside.-@FEUCSO1213	Is very CLEAR - easy to understand	0.8043	Explain FEU|great	2.33430482694574E+017
2013	Colorado floods in the USA	Government	Infrastructure and utilities	Colorado flooding doesn't stop Postal Service http://t.co/na58Mmy3an	Is very CLEAR - easy to understand	1		3.79295625155576E+017
2013	Colorado floods in the USA	Government	Other Useful Information	Colorado flooding near Greeley: comparison view from Landsat 8. http://t.co/r8wS1SXk60 @NASA_Landsat @USGSLandsat @NASA_EO	Is very CLEAR - easy to understand	0.8132		3.81048261186191E+017
2013	Colorado floods in the USA	Government	Other Useful Information	Colorado flooding near Greeley: comparison view from Landsat 8. http://t.co/r8wS1SXk60 @NASA_Landsat @USGSLandsat @NASA_EO	Is very CLEAR - easy to understand	0.8359		3.81044595389247E+017
2013	Colorado floods in the USA	Government	Other Useful Information	Colorado flooding near Greeley: comparison view from Landsat 8. http://t.co/r8wS1SXk60 @NASA_Landsat @USGSLandsat @NASA_EO	Is very CLEAR - easy to understand	0.7988		3.81075197010272E+017
2013	Colorado floods in the USA	Media	Caution and advice	Colorado Floods 2013: Rescuers Warn Some Against Remaining In Towns Isolated By Flooding	Is very CLEAR - easy to understand	0.6583	Colorado Floods 2013: Rescuers warn civilians against remaining in flooded towns.|Name the towns	3.79222237393719E+017
2013	Colorado floods in the USA	Government	Affected individuals	Colorado Office of Emergency Management downgrades to 648 unaccounted for people http://t.co/vQZwMzXAPf #COflood	Is very CLEAR - easy to understand	0.8161	rephrase "unaccounted for people"	3.80003913060991E+017
2012	Colorado wildfires in the USA	Government	Caution and advice	Colorado Springs POLICE are closing PALMER PARK as a PRECAUTION ONLY!!!!! #WaldoCanyonFire	Is very CLEAR - easy to understand	0.9614	This tweet makes sense, but the excess use of capitalization is unnecessary.|why	2.16984293770142E+017
2012	Colorado wildfires in the USA	Government	Caution and advice	Colorado Springs POLICE are closing PALMER PARK as a PRECAUTION ONLY!!!!! #WaldoCanyonFire	Is very CLEAR - easy to understand	1		2.16984293770142E+017
2012	Colorado wildfires in the USA	Media	Caution and advice	Colorado's on fire. Livestream of the fire prompting evacuation warnings in Boulder: http://t.co/8P7iV5Ec #flagstafffi ...	Is very CLEAR - easy to understand	0.6146		2.17782473998864E+017
2013	Boston bombings in the USA	Media	Caution and advice	Comm: Warning people to be cautious, holding another press conference at 6:00pm Central. #prayforboston	Is very CLEAR - easy to understand	0.8111		3.23904740532552E+017
2013	Queensland floods in Australia	Media	Caution and advice	Commissioner Stewart says it's absolute lunacy to be driving through flooded creeks. Speaking with @7NewsBrisbane now #bigwet	Is very CLEAR - easy to understand	1		2.95332831318667E+017
2012	Colorado wildfires in the USA	NGOs	Caution and advice	Crystal Mtn Road, Upper Buckhorn, leave NOW! Take pets! Burn pattern of #HighParkFire could cut off exit via @Larimer ...	Is very CLEAR - easy to understand	0.8127	Crystal Mtn Road, Upper Buckhorn, evacuate now and take any animals, Fire pattern of #High ParkFire could block exits via @Larimer	2.11964315853525E+017
2013	Colorado floods in the USA	Government	Caution and advice	CU ALERT: Wall of water coming down Boulder Canyon. STAY AWAY FROM BOULDER CREEK. Seek higher ground immediately. #boulderflood	Is very CLEAR - easy to understand	1	i wouldn't|wellsville	3.78213784101204E+017
2013	Bohol earthquake in the Philippines	Media	Caution and advice	Deadly quake hits Philippines http://t.co/ERb2CjSwzf	Is very CLEAR - easy to understand	0.9609	great	3.89955725557891E+017
2013	Bohol earthquake in the Philippines	Media	Caution and advice	Deadly quake hits Philippines http://t.co/ERb2CjSwzf	Is very CLEAR - easy to understand	1		3.89955725557891E+017
2013	Bohol earthquake in the Philippines	Media	Caution and advice	Deadly quake strikes Philippines http://t.co/wM5CMa9wvN	Is very CLEAR - easy to understand	0.8267		3.89955725557891E+017
2013	Singapore haze	Media	Caution and advice	Dengue: Despite online speculation #sghaze would slow it down, number of cases hit weekly record high of 853 http://t.co/uâ€¦	Is very CLEAR - easy to understand	0.802	Dengue cases hit weekly record high 853. Singapore haze did not slow it down after all.	3.49332750467203E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	DENR advises Mines and Geosciences Bureau, other field agencies to issue geohazard advisories for Typhoon Pablo #SolarD ...	Needs slight IMPROVEMENT to be clear	0.5733	Needs to be clear what is happening.|Who are DENR?	2.75378299998441E+017
2013	Queensland floods in Australia	Media	Caution and advice	Details on flood assistance for #Queensland small businesses in today's special edition of TEQ Industry News - https://t ...	Is very CLEAR - easy to understand	1		2.96894114836931E+017
2013	Colorado floods in the USA	Government	Caution and advice	DISASTER ASSISTANCE: if you've sustained losses or damages due to the #coflood, call 1-800-621-FEMA (3362) http://t.co/MHCFâ€¦	Is very CLEAR - easy to understand	1		3.79679601070703E+017
2013	Australia bushfires	Media	Caution and advice	Don't be a #tosser in the #riverina #cigarette-throwers max $5,500 fine Total Fire Ban in-place, TODAY Oct28 Southern &amp; Northern #nswfires	Is very CLEAR - easy to understand	0.6129	Up to $5,500 fine for cigarette-throwers	3.94619502232482E+017
2013	Alberta floods in Canada	Media	Caution and advice	Don't know what to do during and after a flood? Here are some tips : http://t.co/CXvsoR7AM1 #yycflood	Is very CLEAR - easy to understand	1		3.48292303040942E+017
2013	Alberta floods in Canada	Media	Caution and advice	DTN Italy: Alberta braced for fresh flooding: More communities in the Canadian province of Alberta are on floo... http://t.co/m2s0tmCqIt	Is very CLEAR - easy to understand	0.8046	Simply "Alberta braced for fresh flooding [link]" and maybe a hashtag would be better.	3.48622029869691E+017
2013	Queensland floods in Australia	Media	Caution and advice	EMERGENCY ALERT - Biloela. People in low-lying areas of town should move to higher ground or the Civic Centre. #bigwet	Is very CLEAR - easy to understand	1		2.95163796685717E+017
2013	Queensland floods in Australia	Government	Caution and advice	EMERGENCY ALERT: Laidley Creek is expected to peak at 5.30pm with major flooding to 2011 levels. #bigwet	Is very CLEAR - easy to understand	0.7994		2.9543429991682E+017
2013	Alberta floods in Canada	Government	Caution and advice	Evac order only for affected areas or entire neighborhood (eg mission at 19 ave)? @calgarypolice #yycflood map http://t.co/n6WhiwPzXD	Is very UNCLEAR - hard to understand	0.5207	needs to be more clear on area to evacuate|It needs to say clearly what is going on.	3.47851469103432E+017
2013	Queensland floods in Australia	NGOs	Caution and advice	Everyone affected by #qldfloods, let people know youâ€™re safe: http://t.co/nkyNi0h6. Or search for family &amp; friends.  ...	Needs slight IMPROVEMENT to be clear	0.5895		2.95751460602401E+017
2013	Queensland floods in Australia	NGOs	Caution and advice	Everyone affected by #qldfloods, let people know youâ€™re safe: http://t.co/nkyNi0h6. Or search for family &amp; friends.  ...	Is very CLEAR - easy to understand	0.6852	#qldfloods : Let people know you're safe : http://t.co/nkyNi0h6 Search for family & friends.|#Queensland floods|great|Everyone affected by Queensland floods, let people know youâ€™re safe: http://t.co/nkyNi0h6. Or search for family & friends #qldfloods|Queensland Floods - Go to:  http://t.co/nkyNi0h6 to let people know you are safe or to search for people.	2.95751460602401E+017
2013	Queensland floods in Australia	NGOs	Caution and advice	Everyone affected by #qldfloods, let people know youâ€™re safe: http://t.co/nkyNi0h6. Or search for family &amp; friends.  ...	Is very CLEAR - easy to understand	1		2.95751460602401E+017
2013	Queensland floods in Australia	Media	Caution and advice	Everything is going to be ok, Karl Stefanovic will be reporting on the floods from Brisbane #bigwet #calminginfluence #logie	Is very CLEAR - easy to understand	0.4063	wellsville	2.95503757607858E+017
2012	Colorado wildfires in the USA	Media	Caution and advice	Faced with epic conditions and safety concerns related to the wildfires threatening Colorado Springs and nearby... http://t.co/MixIKiuU	Is very CLEAR - easy to understand	0.8359		2.18838981423542E+017
2013	Boston bombings in the USA	Government	Caution and advice	FBI warns people to be wary of marathon bombing related online fraud http://t.co/rqnHD5JzOV	Is very CLEAR - easy to understand	0.8359		3.27551398449381E+017
2013	Savar building collapse in India	Media	Caution and advice	Find out what will stop the next Bangladesh factory collapse - and how @hm &amp; @gap can make it happen http://t.co/J0vFd3NymJ	Is very CLEAR - easy to understand	0.5889	great	3.31809506201854E+017
2013	Manila floods in the Philippines 	Media	Caution and advice	FLASH: Bagyong #MaringPH wala na sa Philippine Area of Responsibility ayon sa PAGASA. | via @dzbb	Is very UNCLEAR - hard to understand	1	Use one language|Not english	3.70016776106435E+017
2013	Queensland floods in Australia	Media	Caution and advice	Flinders Parade, Brighton. Pedestrains and cars PLEASE LEAVE THE AREA, it is unsafe and you're causing police issues! #bigwet	Is very CLEAR - easy to understand	0.7917		2.95682581754683E+017
2012	Philipinnes floods	Media	Caution and advice	FLOOD ALERT: San Marcelino Taft Ayala, Manila, as of 6:37am not passable to all types of vehicles | via @MMDA	Is very CLEAR - easy to understand	1		2.32619669197054E+017
2013	Colorado floods in the USA	Government	Other Useful Information	Flood Recovery Resources â€“ from City of# LafayetteCO http://t.co/iO1w1xuaF8 #coflood #boulderflood	Is very CLEAR - easy to understand	0.818		3.80426812159164E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	FLOOD UPDATE (ALONG MANILA) as of 10:35 AM, #mmda http://t.co/SnRGZA9zye	Is very CLEAR - easy to understand	0.6279	For flood update (Along Manila) as of 10:35am follow this link	3.69650302992929E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	FLOOD UPDATE: as of 8:20 AM, Infront of Manila City Hall-gutter deep, PASSABLE. #mmda	Is very CLEAR - easy to understand	0.5011		3.69994256875667E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	FLOOD UPDATES: as of 1:32 PM, (MANILA) Recto Morayta - gutter deep. Rizal Recto - 1/2 tire deep. Taft Kalaw (cont) http://t.co/jMâ€¦	Needs slight IMPROVEMENT to be clear	0.6471		3.69333976982245E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	FLOOD UPDATES: as of 11:18 AM, (MANILA) Recto Morayta - gutter deep. Rizal Recto - 1/2 tire deep. Taft Kalaw (cont) http://t.co/Xâ€¦	Needs slight IMPROVEMENT to be clear	0.4989	Not clear what anything means	3.69304264520126E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	FLOOD UPDATES: as of 3:13 PM, (MANILA) All reported foodings in MANILA are already subsided. (SOUTHERN) (cont) http://t.co/JPOycfâ€¦	Is very CLEAR - easy to understand	0.7935	great	3.69356949197828E+017
2013	Queensland floods in Australia	Media	Caution and advice	FLOOD WARNING FOR THE CONNORS, ISAAC, DON, DAWSON AND FITZROY RIVERS #bigwet http://t.co/ywY0omEf Issued at 12:29... http://t.co/byTXn2uu	Is very CLEAR - easy to understand	0.5711		2.94998411080507E+017
2013	Queensland floods in Australia	Media	Caution and advice	FLOOD WARNING FOR THE DAWSON AND FITZROY RIVERS http:// http://t.co/EfSp5yFO #bigwet Issued at 8:34 am EST	Is very CLEAR - easy to understand	1		2.9748908527308E+017
2013	Colorado floods in the USA	Media	Caution and advice	Flood warning in place as 3/10 inch rain falls in 30 min in parts of county; rain to increase this afternoon #boulderflood	Is very CLEAR - easy to understand	0.8491	great|Colorado Flood Warning.	3.79271235269444E+017
2013	Alberta floods in Canada	Media	Caution and advice	Flood waters expected to peak around noon (local time) today in Alberta, Canada.  http://t.co/dYqQERzieE	Is very CLEAR - easy to understand	1		3.48121355797021E+017
2012	Philipinnes floods	Media	Caution and advice	Flooding chaos in Philippine's capital: Flood waters were rising in parts of the Philippine capital on Tuesday a... http:/ ...	Needs slight IMPROVEMENT to be clear	0.5789		2.32730436583952E+017
2013	Alberta floods in Canada	Media	Caution and advice	Floods bring stress to an entire family, including kids. Here are tips to help kids who have been affected: http://t.co/JK5lAmIXvE #yycflood	Is very CLEAR - easy to understand	0.8058	great	3.49607720653033E+017
2013	Manila floods in the Philippines	Media	Caution and advice	Floods cover more than half of Manila http://t.co/IFqssllMhe	Is very CLEAR - easy to understand	1		3.69708536709648E+017
2013	Queensland floods in Australia	Media	Caution and advice	Floods hit #Queensland, Australia http://t.co/QgR5dhR4	Is very CLEAR - easy to understand	0.6568	more info|Floods hit Queensland, Australia http://t.co/QgR5dhR4 #Queensland	2.95791503635272E+017
2013	Alberta floods in Canada	Media	Caution and advice	Flyover into downtown off Memorial closed, downtown could be hit bad #yycflood	Needs slight IMPROVEMENT to be clear	0.6788	estimate time of flood|The wording needs to be slightly altered.	3.47964765672456E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Follow updates and important information regarding Typhoon Pablo: http://t.co/rI70ssbY #pabloPH	Is very CLEAR - easy to understand	1		2.77001155907834E+017
2013	Australia bushfires	Government	Caution and advice	For all in Sydney and most of Illawarra â€œ@Nyx2701: Sydney Water statement: #BlueMountains #bushfires http://t.co/G14DMxrwB8 #NSWFires	Needs slight IMPROVEMENT to be clear	0.8372		3.92190949851267E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	For everyone in Cebu. Here are some numbers you might need. #YolandaPH http://t.co/Kl3iSrifiM	Is very CLEAR - easy to understand	0.7931		3.98069539570606E+017
2013	Colorado floods in the USA	Government	Donations and volunteering	For immediate, short-term #COflood legal assistance, go to http://t.co/NWJuzVkwPn, or call toll-free 855-424-5347. @FEMA	Is very CLEAR - easy to understand	0.513	For immediate, short-term Colorado flood legal assistance, go to http://t.co/NWJuzVkwPn, or call toll-free 855-424-5347. @FEMA #COflood|For immediate, short-term Colorado flood legal assistance, go to http://t.co/NWJuzVkwPn, or call toll-free 855-424-5347. @FEMA  #COflood	3.82595506381152E+017
2013	Colorado floods in the USA	Government	Donations and volunteering	For immediate, short-term #COflood legal assistance, go to http://t.co/NWJuzVkwPn, or call toll-free 855-424-5347. @FEMA	Is very CLEAR - easy to understand	0.6695		3.82595506381152E+017
2013	Australia bushfires	Media	Caution and advice	For more information on NSW fires please call 1800 679 737 or visit the @NSWRFS Facebook page. #nswfires #bushfires | httpâ€¦	Is very CLEAR - easy to understand	0.6492		3.90715712484176E+017
2013	Manila floods in the Philippines	NGOs	Caution and advice	For rescue/assistance concerns, pls use #rescueph unified hashtag so relevant orgs/agencies can properly monitor and attend...	Needs slight IMPROVEMENT to be clear	0.5938	wellsville	3.69259460956406E+017
2013	Colorado floods in the USA	Media	Caution and advice	For updates on additional evacuation points throughout Boulder County for #boulderflood visit http://t.co/zbOLD3UJEQ	Is very CLEAR - easy to understand	1		3.78071202931032E+017
2012	Philipinnes floods	Media	Caution and advice	funaniNEWS: Heavy rains Submerge Metro Manila in Flood. http://t.co/u3RO4EgU check this out!! ï¿½ï¿½ï¿½ï¿½	Is very CLEAR - easy to understand	1		2.32822379921953E+017
2013	Manila floods in the Philippines	Media	Caution and advice	FYI take note of these numbers: Emergency hotlines via @rapplerdotcom  http://t.co/hgs2dX60EI #rescuePH	Is very CLEAR - easy to understand	0.6289	i wouldn't|Emergency hotlines via @rapplerdotcom http://t.co/hgs2dX60EI #rescuePH|wellsville	3.6926948536814E+017
2013	Queensland floods in Australia	NGOs	Caution and advice	Gayndah residents must boil drinking water, use water for drinking, hygiene only: http://t.co/JG0GmjIB #qldfloods #bigwet	Is very CLEAR - easy to understand	0.8111		2.96378274177749E+017
2013	Queensland floods in Australia	Government	Caution and advice	Get Emergency AUS to have warnings sent straight to your mobile for free. #bigwet #QLDfloods #NSWfloods #Bundaberg htt ...	Is very CLEAR - easy to understand	0.8054	Too many hashtags, which leads to the link being cut off.	2.96208031585296E+017
2013	Typhoon Yolanda in the Philippines	Media	Caution and advice	Global warming, Typhoon Haiyan and the Philippines http://t.co/0HQBFzHBNn	Is very CLEAR - easy to understand	0.7882		4.0090131553178E+017
2013	Manila floods in the Philippines 	Government	Caution and advice	Google Crisis Map for Tropical Storm Maring http://t.co/Cbn1Irw0gE #MaringPH #Habagat #FloodPH | via @mlq3	Is very CLEAR - easy to understand	1		3.69634876355379E+017
2013	New York train crash in the USA	Media	Caution and advice	Gov. Cuomo/MTA keeps saying call 311 for people missing after train derailment but if you are outside NYC you have to caâ€¦	Is very CLEAR - easy to understand	0.5777	Gov. Cuomo and the MTA (Metropolitan Transportation Authority) keep saying call 311 for people missing after train derailment but if you are outside NYC you have to call 311.	4.07195166471373E+017
2012	Colorado wildfires in the USA	Media	Caution and advice	Gover... http://t.co/ShnyFkX1 #examiner	Is very UNCLEAR - hard to understand	1		2.20540170171191E+017
2013	Queensland floods in Australia	Media	Caution and advice	Graham Quirk: High winds are predicted for #Brisbane between 2pm and 8pm tonight #QLDfloods	Is very CLEAR - easy to understand	1		2.95375407698555E+017
2012	Typhoon Pablo in the Philippines	Media	Caution and advice	Graphical projection of the possible track of Typhoon #PabloPH as its crosses through Northern Mindanao (CARAGA... http://t.co/2qdCJiit	Is very CLEAR - easy to understand	0.5972	i wouldn't|Possible path of Typhoon Pablo - crossing through Northern Mindanao	2.75680285725716E+017
2013	Alberta floods in Canada	Media	Caution and advice	Great resource for the latest #YYCFlood information from The City of Calgary ~ pass it on!... http://t.co/zphHuM87pU	Is very CLEAR - easy to understand	0.5148	Put name of exact flood|Doesn't name the resource	3.48819854201074E+017
2013	Australia bushfires	Government	Caution and advice	Hall Road Fire: (Wingecarribee/Wollondilly): Fire is burning to the north of Picton Road. #NSWRFS	Is very CLEAR - easy to understand	0.8021		3.90797212013572E+017
2013	Singapore haze	Media	Caution and advice	Haze in Singapore reaches 'unhealthy' level, worst in 16 years - Yahoo! News Singapore http://t.co/8HRJDesPUi via @yahoosg	Is very CLEAR - easy to understand	0.5891		3.46848757821882E+017
2012	Philipinnes floods	Media	Caution and advice	Heavy rains in Taguig as well RT @tetchtorres: Its raining hard again in Manila. Stay safe guys. #floodsPH	Is very CLEAR - easy to understand	0.8258	Philippines: Heavy rains in Taguig as well RT @tetchtorres: Its raining hard again in Manila. Stay safe guys. #floodsPH	2.33360790135112E+017
2013	New York train crash in the USA	Media	Caution and advice	Here's how the train derailment will affect the morning commute into NYC http://t.co/y1WDaoZCch	Is very CLEAR - easy to understand	0.8359		4.07499421262557E+017
2012	Typhoon Pablo in the Philippines 	Media	Caution and advice	Hourly Updates on Typhoon PABLO Time Coordinates Position 1:00 a.m. 04 December 2012 7.5Â°N, 127.5Â°E 150 km... http://t.co/KpuSp0wD	Is very CLEAR - easy to understand	0.5994	This tweet would benefit from better punctuation/formatting. Lose "Time Coordinates Position" and just list those things, perhaps separated by a slash (/) or a line (|)|Hourly Updates on Typhoon PABLO : time and coordinates 4 DEC 01:00AM,  7.5Â°N, 127.5Â°E 150 km http://t.co/KpuSp0wD	2.75657179271426E+017
2013	Australia bushfires	Media	Caution and advice	Housing burning, streets closed and schools with hundreds of children caught in the middle. - @DamoNews #NSWfires #9NEWSat6	Is very CLEAR - easy to understand	0.809	This could include information about where specifically this is happening in New South Wales.	3.90737690632544E+017
2013	West Texas explosion in the USA	Media	Caution and advice	http://t.co/z6zra6Ncwq - Americans Want Tougher Enforcement Of Workplace Safety Laws After Texas Explosion	Is very CLEAR - easy to understand	0.611	Americans Want Tougher Enforcement Of Workplace Safety Laws After Texas Explosion http://t.co/z6zra6Ncwq	3.28511143289184E+017
2013	Colorado floods in the USA	Government	Caution and advice	If it's not safe for you, it's not safe for your pets. Take them with you. #COpets #COflood	Is very CLEAR - easy to understand	0.8451		3.7931953687851E+017
2012	Colorado wildfires in the USA	NGOs	Caution and advice	If you are evacuating please don't wait - take your pets when you evacuate!  #highparkfire #wildfire	Is very CLEAR - easy to understand	0.7802		2.11958091485417E+017
2013	Australia bushfires	Government	Caution and advice	If you find an injured native animal, call WIRES 13000WIRES or DPI for livestock.  http://t.co/JcdwqBmU4P @WIRES_NSW #nswfires	Is very CLEAR - easy to understand	0.6192	If you find an injured native animal, call WIRES. If you find injured livestock, call DPI.  http://t.co/JcdwqBmU4P @WIRES_NSW #nswfires|If you find an injured native animal, call WIRES on 1300WIRES. If you find injured livestock, call DPI. http://t.co/JcdwqBmU4P @WIRES_NSW #nswfires	3.92771244430344E+017
